FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
65;Ksylitolipurukumi;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
66;Purukumi;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
68;Ohratärkkelys;FOOD;IND;100;STARCH;CERTOT;CERBRKF;CEBAKTOT
69;Hedelmäpastilli, arabikumipastilli;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
70;Makeutusaine sakariini;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
73;Jogurttirusina/jogurttihedelmä, kuorrutettu kuivattu hedelmä;FOOD;IND;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
74;Leivinjauhe;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
75;Kalaliemi, laimennettu;FOOD;IND;100;FLAVSAUC;FLAVTOT;FISHSOUP;FISHDTOT
79;Ruokasuola, jodioimaton, vuorisuola;FOOD;RAW;100;SALT;INGRTOT;SPICES;MISCTOT
100;Jauho, ruisjauho, kokojyväjauho;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
103;Ruishiutale;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
110;Jauho, vehnäjauho, puolikarkea;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
111;Jauho, grahamjauho;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
112;Mannasuurimo;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
113;Mannasuurimo, tumma;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
114;Vehnähiutale;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
115;Vehnänalkio;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
116;Lese, vehnälese;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
117;Makaroni, pasta;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
119;Makaroni, tumma;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
120;Nuudeli, vehnänuudeli;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
121;Pasta, spagetti, makaroni;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
124;Jauho, hiivaleipävehnäjauho;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
125;Jauho, jauhoseos, sämpyläjauho, vehnäjauho, ruisjauho, vehnärouhe;FOOD;MIX;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
126;Jauho, korppujauho;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
133;Vohvelikuori, jäätelövohveli;FOOD;IND;100;WHEAT;CERTOT;CERPR;CEBAKTOT
142;Jauho, vehnäjauho, leipomoteollisuus, vastajauhettu;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
150;Jauho, ohrajauho;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
151;Ohrasuurimo;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
152;Ohrahiutale;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
153;Kaurahiutale;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
154;Jauho, jauhoseos, talkkunajauho, sisältää ohraa;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
156;Riisi puuroutuva;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
158;Täysjyväriisi;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
160;Jauho, hirssisuurimo tai -jauho;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
161;Jauho, tattarisuurimo tai -jauho;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
162;Jauho, perunajauho tai -suurimo, perunatärkkelys;FOOD;RAW;100;STARCH;CERTOT;CERBRKF;CEBAKTOT
167;Maissi, jyvä, kuivattu;FOOD;DRIE;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
168;Kalja- / mämmimallas;FOOD;DRIE;100;OATBAR;CERTOT;INGRMISC;MISCTOT
170;Lese, kauralese;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
172;Pasta, pinaattispagetti, sisältää kananmunaa;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
173;Kauramakaroni, sisältää vehnää ja kauraa;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
175;Rouhe, vehnärouhe kokojyvästä;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
176;Rouhe, ruisrouhe;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
182;Jauho, riisijauho, riisihiutale;FOOD;RAW;100;RICE;CERTOT;CERBRKF;CEBAKTOT
183;Jauho, täysjyväriisijauho;FOOD;RAW;100;RICE;CERTOT;CERBRKF;CEBAKTOT
184;Maissilastu, tacokuori;FOOD;IND;100;CEROTH;CERTOT;SNACK;MISCTOT
185;Jauho, jauhoseos, gluteeniton, vehnätärkkelystä;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
189;Jauho, jauhoseos, ruis-vehnä;FOOD;MIX;100;RYE;CERTOT;CERBRKF;CEBAKTOT
202;Peruna, kuivattu;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
203;Perunalastu;FOOD;IND;100;POTAPROD;POTATOT;SNACK;MISCTOT
204;Peruna, uusi;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
205;Peruna, vanha, kuorittu;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
206;Perunasosejauhe, valmistamaton;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
207;Ranskanperunavalmiste;FOOD;FROZ;100;POTAPROD;POTATOT;POTAFAT;POTATOT
209;Perunahiutale;FOOD;DRIE;100;POTATO;POTATOT;POTACOOK;POTATOT
300;Porkkana;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
302;Porkkana, kuivattu;FOOD;DRIE;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
303;Lanttu;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
304;Nauris;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
305;Punajuuri;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
307;Etikkapunajuuri;FOOD;CANN;100;ROOT;VEGTOT;VEGCANN;VEGDITOT
308;Retiisi;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
309;Palsternakka;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
310;Maa-artisokka;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
311;Juuriselleri;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
312;Mustajuuri;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
320;Valkokaali, keräkaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
321;Punakaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
322;Kukkakaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
324;Parsakaali, brokkoli;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
326;Lehtikaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
327;Ruusukaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
329;Kyssäkaali, kaalirapi;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
330;Lehtisalaatti, ruukkusalaatti, lollo rosso;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
331;Jäävuorisalaatti, rapea keräsalaatti, amerikansalaatti;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
333;Persilja;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
334;Nokkonen;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
335;Sipuli, keltasipuli;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
336;Sipuli, kuivattu;FOOD;DRIE;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
337;Purjosipuli;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
338;Raparperi;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
339;Lehtiselleri, varsiselleri;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
340;Parsa, säilötty;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
342;Sieni tatti, hapero;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
343;Sieni rouskut, suolattu;FOOD;SALT;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
344;Etikkasienisäilyke;FOOD;CANN;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
345;Herkkusieni;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
346;Kurkku;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
347;Etikkakurkku, ei lisättyä sokeria;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
348;Maustekurkku, herkkukurkku, sokerisuolattu;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
350;Kurpitsa;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
351;Salaatti, kurpitsasalaatti, pikkelssi;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
352;Tomaatti;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
353;Ketsuppi;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
354;Tomaattisose, tomaattipyree;FOOD;CANN;100;VEGCANN;VEGTOT;SPISAUCE;MISCTOT
355;Paprika, keskiarvo;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
356;Sekavihannes, porkkana, kukkakaali, herne, papu;FOOD;FROZ;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
358;Täysmehu, kasvistuoremehu;FOOD;MASH;100;VEGCANN;VEGTOT;VEGJUICE;VEGDITOT
359;Kiinankaali;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
360;Mangoldi;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
362;Munakoiso;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
363;Maissi, jyvät;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
364;Vihanneskrassi;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
367;Kantarelli;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
368;Korvasieni;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
369;Tilli, tuore;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
370;Herne, vihreä, tuore;FOOD;RAW;100;PEABEAN;LEGUTOT;VEGFRESH;VEGDITOT
371;Herne, vihreä, kuivattu;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGFRESH;VEGDITOT
372;Papu, vihreä taitepapu, tuore;FOOD;RAW;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
373;Papu, ruskea tai valkoinen, kuivattu, keskiarvo;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
375;Pähkinä, hasselpähkinä;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
376;Pähkinä, saksanpähkinä;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
377;Kastanja;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
378;Pähkinä, maapähkinä;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
379;Manteli;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
380;Jauho, soijajauho, rasvainen;FOOD;RAW;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
381;Jauho, soijajauho, vähärasvainen;FOOD;RAW;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
382;Kookoshiutale;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
383;Pähkinä, suolapähkinä;FOOD;BAK;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
384;Itu, keskiarvo, sinimailanen, mungopapu;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
385;Seesaminsiemen, kuorineen;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
386;Paprika, punainen;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
387;Paprika, vihreä;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
388;Paprika, keltainen;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
389;Kesäkurpitsa, zucchini;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
390;Täysmehu, tomaattimehu;FOOD;MASH;100;VEGCANN;VEGTOT;VEGJUICE;VEGDITOT
391;Soijapapu, kuivattu;FOOD;DRIE;100;SOYAPROD;LEGUTOT;VEGCANN;VEGDITOT
392;Ruohosipuli;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
393;Valkosipuli;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
394;Salaatti, kurkkusalaatti, kurkkupikkelssi, kurkkurelissi;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
395;Papu, valkoinen, keitetty;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
398;Tomaattimurska;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
399;Linssi, vihreä/ruskea, kuivattu;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
401;Omena, kuivattu;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
408;Aprikoosi, sokeriliemessä;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
409;Aprikoosi, kuivattu;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
411;Persikka, sokeriliemessä;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
412;Persikka, kuivattu;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
417;Ananas, sokeriliemessä;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
423;Viinirypäle, keskiarvo, kivetön, vihreä/tumma;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
427;Sekahedelmä, kuivattu;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
428;Rusina;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
431;Oliivi, keskiarvo, punnittu kivineen, öljyssä, vihreä/musta;FOOD;CANN;80;FRUITOTH;FRUITTOT;VEGCANN;VEGDITOT
432;Hedelmäsalaattisäilyke, sokeriliemessä;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
433;Täysmehu, omenatäysmehu, c-vitamiinia;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
434;Täysmehu, appelsiinitäysmehu, c-vitamiinia;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
435;Täysmehu, greippitäysmehu, c-vitamiinia;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
436;Täysmehu, c-vitamiinia, keskiarvo;FOOD;MIX;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
437;Täysmehu, sitruunatäysmehu, laimennettu;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
438;Täysmehu, ananastäysmehu, c-vitamiinia;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
440;Puolukka;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
441;Karpalo;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
442;Mustikka, metsämustikka;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
444;Mustaherukka;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
445;Punaherukka;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
446;Karviainen;FOOD;RAW;98;BERRY;FRUITTOT;BERFRESH;FRUDITOT
447;Mansikka;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
448;Vadelma;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
449;Lakka, suomuurain, hilla;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
450;Marjahillo, keskiarvo;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
451;Mehu, höyrymehu, laimentamaton, sokeroitu;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
452;Mehu, höyrymehu, mustaherukka, laimentamaton, sokeroitu;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
453;Mehu, höyrymehu laimentamaton, sokeriton;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
454;Marja, keskiarvo;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
455;Tyrnimarja;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
456;Marmeladi, marjoista;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
457;Pihlajanmarja;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
458;Mehu, mustaherukka-puolukkamehujuoma;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
459;Mehu, mehujuoma, puolukka, laimentamaton;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
461;Mehu, höyrymehu laimennettu, sokeroitu;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
462;Mehu, höyrymehu, mustaherukka, laimennettu, sokeroitu;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
463;Mehu, höyrymehu laimennettu, sokeriton;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
469;Täysmehu, viiden hedelmän mehu, c-vitamiinia;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
471;Ananas, omassa liemessään;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
472;Omenasose, makeuttamaton;FOOD;MASH;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
473;Mehu, nektari, hedelmäjuoma, hedelmäpitoisuus 50 %;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
474;Täysmehu, marjatäysmehu;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
476;Hillo, fruktoosilla makeutettu;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
477;Meloni, verkkomeloni/cantaloupemeloni, kuorittu;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
478;Marjajuoma, nektari, marjapitoisuus 50 %;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
500;Voi;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
530;Leipomoteollisuusmargariini 80%, leivonta;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
531;Ruokaöljy teollisuuskäyttöön, 70 % rypsiöljyä, 30 % palmuöljyä;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
535;Rypsiöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
536;Oliiviöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
537;Maapähkinäöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
540;Auringonkukkaöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
541;Ruokaöljy keskiarvo, 87 % rypsi- 8 % auringonkukka- ja 5% oliiviöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
542;Soijaöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
543;Maissiöljy;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
550;Paistinrasva, laardi;FOOD;RAW;100;FATANIM;FATTOT;FATPROD;FATTOT
552;Kookosrasva 100 %;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
553;Tali, raaka naudanrasva;FOOD;RAW;100;FATANIM;FATTOT;FATPROD;FATTOT
562;Majoneesi, hampurilaiskastike, rasvaa 60 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
563;Salaatinkastike, ranskalainen;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
565;Rasvaseos 40%, kevyt levi, vähemmän suolaa, vl;FOOD;IND;100;BUTTMIX;FATTOT;BRFLOWF;FATTOT
568;Margariini 60%, rainbow/pirkka/eldorado/k-menu;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
570;Rasvaseos 40%, kevyt levi vl;FOOD;IND;100;BUTTMIX;FATTOT;BRFLOWF;FATTOT
576;Voi, suolaton;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
578;Majoneesi, rasvaa 27-33 %;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
579;Salaatinkastike, rasvaa <17%, vähärasvainen;FOOD;IND;100;FATOTH;FATTOT;DRESSING;FATTOT
585;Voi, voimakassuolainen;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
593;Leivontamargariini 80%, pirkka/rainbow;FOOD;IND;100;FATHARD;FATTOT;FATPROD;FATTOT
597;Rasvaseoslevite 75 %, tuotekeskiarvo;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
598;Voiöljy 100%, maitorasvaa;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
600;Maito, tilamaito, raakamaito, rasvaa 4,4 %, ei lisätty d-vitamiinia;FOOD;RAW;100;MILK;MILKTOT;MILKHF;MILKDTOT
602;Ternimaito;FOOD;RAW;100;MILK;MILKTOT;MILKHF;MILKDTOT
604;Maito, kutunmaito, vuohenmaito;FOOD;IND;100;MILK;MILKTOT;MILKHF;MILKDTOT
606;Maito, rasvaton, d-vitamiinia 1 ug;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
611;Piimä, talouspiimä, rasvaa 0,8 %, d-vit 0,5 ug;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
